interaction_id,viewport,route,state,kind,identity,label,selector_hint,status,result,reason,disabled,touch_target_pass
ui-desktop-backend-button-b5c8af043174,desktop,backend,default,button,data-shared-backend-activate=8be787a6-74f7-4f1f-bac2-42fed50ed26a#1,Show on board,"{""data-shared-backend-activate"": ""8be787a6-74f7-4f1f-bac2-42fed50ed26a""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-12f1ec77b203,desktop,backend,default,button,data-shared-backend-activate=3fdac533-cb3c-44fe-95b4-b61b668ff768#1,Show on board,"{""data-shared-backend-activate"": ""3fdac533-cb3c-44fe-95b4-b61b668ff768""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6c76f44401bb,desktop,backend,default,button,data-shared-backend-activate=29fd3fc0-d126-4179-a3e8-4f8139c06b67#1,Show on board,"{""data-shared-backend-activate"": ""29fd3fc0-d126-4179-a3e8-4f8139c06b67""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-ac2916d13405,desktop,backend,default,button,data-shared-backend-activate=3a31c04e-c757-4659-82b7-ab48e433ad8d#1,Show on board,"{""data-shared-backend-activate"": ""3a31c04e-c757-4659-82b7-ab48e433ad8d""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-bf0acf52a5e9,desktop,backend,default,button,data-shared-backend-activate=cd191b85-8995-4fc7-8181-9f218a7fd354#1,Show on board,"{""data-shared-backend-activate"": ""cd191b85-8995-4fc7-8181-9f218a7fd354""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3d7c720288b9,desktop,backend,default,button,data-shared-backend-activate=6a74f8fe-fbe4-4d6b-a14b-49c9857c2797#1,Show on board,"{""data-shared-backend-activate"": ""6a74f8fe-fbe4-4d6b-a14b-49c9857c2797""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-edd3a5937147,desktop,backend,default,button,data-shared-backend-activate=d21679b5-d542-4b4f-936d-76feb8bcc94b#1,Show on board,"{""data-shared-backend-activate"": ""d21679b5-d542-4b4f-936d-76feb8bcc94b""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9cc4c05d2d32,desktop,backend,default,button,data-shared-backend-activate=6a4d9d28-a268-45de-ac41-a043c8fcc96a#1,Show on board,"{""data-shared-backend-activate"": ""6a4d9d28-a268-45de-ac41-a043c8fcc96a""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b5682c1085ab,desktop,backend,default,button,data-shared-backend-activate=42f5fdc8-ed33-4f63-be48-4edac49746fc#1,Show on board,"{""data-shared-backend-activate"": ""42f5fdc8-ed33-4f63-be48-4edac49746fc""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-7d1ab26c1534,desktop,backend,default,button,data-shared-backend-activate=dd317e74-7663-44c5-a574-f23e8ee389db#1,Show on board,"{""data-shared-backend-activate"": ""dd317e74-7663-44c5-a574-f23e8ee389db""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-4b053a837a2d,desktop,backend,default,button,data-shared-backend-activate=f875bc8f-5ac0-45ab-866c-ceb465fbc791#1,Show on board,"{""data-shared-backend-activate"": ""f875bc8f-5ac0-45ab-866c-ceb465fbc791""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-139323c64695,desktop,backend,default,button,data-shared-backend-activate=2a911b1f-d055-41c6-8a3b-e4c4629b70b5#1,Show on board,"{""data-shared-backend-activate"": ""2a911b1f-d055-41c6-8a3b-e4c4629b70b5""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-740224f8090c,desktop,backend,default,button,data-shared-backend-activate=cc2d4290-89dc-4df8-9d49-d5084feb0f4f#1,Show on board,"{""data-shared-backend-activate"": ""cc2d4290-89dc-4df8-9d49-d5084feb0f4f""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-4be252a8fcf9,desktop,backend,default,button,data-shared-backend-activate=5bcc7615-0e7a-48c2-95e7-0dae0484430e#1,Show on board,"{""data-shared-backend-activate"": ""5bcc7615-0e7a-48c2-95e7-0dae0484430e""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-08891335095a,desktop,backend,default,button,data-shared-backend-activate=5e611782-8ecf-47af-84ff-431cd32f83cb#1,Show on board,"{""data-shared-backend-activate"": ""5e611782-8ecf-47af-84ff-431cd32f83cb""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-796fce4b3de1,desktop,backend,default,button,data-shared-backend-activate=75378ec0-b335-4aeb-9b6e-1aa183dcadac#1,Show on board,"{""data-shared-backend-activate"": ""75378ec0-b335-4aeb-9b6e-1aa183dcadac""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-5df64071d914,desktop,backend,default,button,data-shared-backend-activate=19f79590-0c4e-44eb-a685-8e556a354d1c#1,Show on board,"{""data-shared-backend-activate"": ""19f79590-0c4e-44eb-a685-8e556a354d1c""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9998d83e60e0,desktop,backend,default,button,data-shared-backend-activate=d3069736-5e9d-41ff-9b17-9f37c3dfaf47#1,Show on board,"{""data-shared-backend-activate"": ""d3069736-5e9d-41ff-9b17-9f37c3dfaf47""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-34c5f39cb94d,desktop,backend,default,button,data-shared-backend-activate=b8e2ba2f-0543-40c7-a0aa-0699ccbccbfa#1,Show on board,"{""data-shared-backend-activate"": ""b8e2ba2f-0543-40c7-a0aa-0699ccbccbfa""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-7b139025163a,desktop,backend,default,button,data-shared-backend-activate=550e7b44-4599-4c8f-980b-0e96265e01c9#1,Show on board,"{""data-shared-backend-activate"": ""550e7b44-4599-4c8f-980b-0e96265e01c9""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-837cffb82e17,desktop,backend,default,button,data-shared-backend-activate=ad3b9dfe-2451-4e43-963c-f173a30c0b33#1,Show on board,"{""data-shared-backend-activate"": ""ad3b9dfe-2451-4e43-963c-f173a30c0b33""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f54a01632adc,desktop,backend,default,button,data-shared-backend-activate=7dc3dc3c-7e09-49b0-94d9-0622ab0dd971#1,Show on board,"{""data-shared-backend-activate"": ""7dc3dc3c-7e09-49b0-94d9-0622ab0dd971""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b368bd752386,desktop,backend,default,button,data-shared-backend-activate=cd37f425-8b0f-4183-8c6e-ce67678bfb3c#1,Show on board,"{""data-shared-backend-activate"": ""cd37f425-8b0f-4183-8c6e-ce67678bfb3c""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-05f94f47eb1a,desktop,backend,default,button,data-shared-backend-activate=61a89351-1585-4f04-98c1-f54a6d688cee#1,Show on board,"{""data-shared-backend-activate"": ""61a89351-1585-4f04-98c1-f54a6d688cee""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-72d28c87b762,desktop,backend,default,button,data-shared-backend-activate=2ff9284d-ce36-48ea-8abf-9d2d0742cd6d#1,Show on board,"{""data-shared-backend-activate"": ""2ff9284d-ce36-48ea-8abf-9d2d0742cd6d""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6cf31abdfb98,desktop,backend,default,button,data-shared-backend-activate=836d4680-12a8-4b9c-91cb-76d17ed67229#1,Show on board,"{""data-shared-backend-activate"": ""836d4680-12a8-4b9c-91cb-76d17ed67229""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-5349b5443fa6,desktop,backend,default,button,data-shared-backend-activate=e60ef507-49ab-41c8-a22d-3b719bb72487#1,Show on board,"{""data-shared-backend-activate"": ""e60ef507-49ab-41c8-a22d-3b719bb72487""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-a1f34d452fc5,desktop,backend,default,button,data-shared-backend-activate=52de9471-3cc7-4b3a-90d3-30191d2280d4#1,Show on board,"{""data-shared-backend-activate"": ""52de9471-3cc7-4b3a-90d3-30191d2280d4""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9cbbd05ab5d7,desktop,backend,default,button,data-shared-backend-activate=a60ea0ce-ac68-4521-85ba-c5a66c8e7a12#1,Show on board,"{""data-shared-backend-activate"": ""a60ea0ce-ac68-4521-85ba-c5a66c8e7a12""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-5ad6b9226838,desktop,backend,default,button,data-shared-backend-activate=19781d19-6436-46f5-8dec-f959c47dd497#1,Show on board,"{""data-shared-backend-activate"": ""19781d19-6436-46f5-8dec-f959c47dd497""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-443123d2d6d4,desktop,backend,default,button,data-shared-backend-activate=e06a79fd-3655-4ca7-b2ce-2e97ad06c6ea#1,Show on board,"{""data-shared-backend-activate"": ""e06a79fd-3655-4ca7-b2ce-2e97ad06c6ea""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-ebe72def0a8c,desktop,backend,default,button,data-shared-backend-activate=25fd6b4f-bd8f-42c9-8a77-9cf853966158#1,Show on board,"{""data-shared-backend-activate"": ""25fd6b4f-bd8f-42c9-8a77-9cf853966158""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-624bb119b60a,desktop,backend,default,button,data-shared-backend-activate=2333a28e-362a-4101-be95-602b17956242#1,Show on board,"{""data-shared-backend-activate"": ""2333a28e-362a-4101-be95-602b17956242""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-8da503b76900,desktop,backend,default,button,data-shared-backend-activate=83467d86-b715-41ef-aefd-d7c5bebe1edb#1,Show on board,"{""data-shared-backend-activate"": ""83467d86-b715-41ef-aefd-d7c5bebe1edb""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-faece3f293c5,desktop,backend,default,button,data-shared-backend-activate=df7b229d-aac1-4649-9565-5a7926860f04#1,Show on board,"{""data-shared-backend-activate"": ""df7b229d-aac1-4649-9565-5a7926860f04""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-2f11a64b0e0e,desktop,backend,default,button,data-shared-backend-activate=e23b82ae-fee9-4bd3-b0d1-75e531298faa#1,Show on board,"{""data-shared-backend-activate"": ""e23b82ae-fee9-4bd3-b0d1-75e531298faa""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-691138f1cade,desktop,backend,default,button,data-shared-backend-activate=7719e1ea-25cf-4f37-b0f3-5fc8f76b7698#1,Show on board,"{""data-shared-backend-activate"": ""7719e1ea-25cf-4f37-b0f3-5fc8f76b7698""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-4a02bfb060ee,desktop,backend,default,button,data-shared-backend-activate=e6d7c085-45eb-4ea2-960d-d49f1682ac8c#1,Show on board,"{""data-shared-backend-activate"": ""e6d7c085-45eb-4ea2-960d-d49f1682ac8c""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f5d9b7d720e3,desktop,backend,default,button,data-shared-backend-activate=58470005-3313-4735-a12a-4ad26ed97a33#1,Show on board,"{""data-shared-backend-activate"": ""58470005-3313-4735-a12a-4ad26ed97a33""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-67fe89fc96f8,desktop,backend,default,button,data-shared-backend-activate=7d7a19b1-3c58-4134-918b-77c55eef6b9d#1,Show on board,"{""data-shared-backend-activate"": ""7d7a19b1-3c58-4134-918b-77c55eef6b9d""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-889296b0c8a5,desktop,backend,default,button,data-shared-backend-activate=cc2a3765-2aa3-4832-8ff7-6eb674425bbb#1,Show on board,"{""data-shared-backend-activate"": ""cc2a3765-2aa3-4832-8ff7-6eb674425bbb""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-740bb9432831,desktop,backend,default,button,data-shared-backend-activate=89abf0ba-5e72-486f-8ab0-31c17b256d43#1,Show on board,"{""data-shared-backend-activate"": ""89abf0ba-5e72-486f-8ab0-31c17b256d43""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-2aa5ef5b7ad8,desktop,backend,default,button,data-shared-backend-activate=58cad558-dcfa-4a96-96de-83c522401b87#1,Show on board,"{""data-shared-backend-activate"": ""58cad558-dcfa-4a96-96de-83c522401b87""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f32ad3a2f0d4,desktop,backend,default,button,data-shared-backend-activate=65ca2145-8419-4a87-9535-0ee0ede8da6d#1,Show on board,"{""data-shared-backend-activate"": ""65ca2145-8419-4a87-9535-0ee0ede8da6d""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3a65d0286521,desktop,backend,default,button,data-shared-backend-activate=c64778a4-5b6a-4712-9128-f974ebf1d992#1,Show on board,"{""data-shared-backend-activate"": ""c64778a4-5b6a-4712-9128-f974ebf1d992""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-30ed6e41f4f9,desktop,backend,default,button,data-shared-backend-activate=d39202bf-a1db-4166-b2ce-bf85de954529#1,Show on board,"{""data-shared-backend-activate"": ""d39202bf-a1db-4166-b2ce-bf85de954529""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-d2f88edb51de,desktop,backend,default,button,data-shared-backend-activate=25e4f882-c310-41d3-82a8-bf71110eec4d#1,Show on board,"{""data-shared-backend-activate"": ""25e4f882-c310-41d3-82a8-bf71110eec4d""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b79268126333,desktop,backend,default,button,data-shared-backend-activate=20065bdf-2ff8-4cca-8043-f42e824e99bf#1,Show on board,"{""data-shared-backend-activate"": ""20065bdf-2ff8-4cca-8043-f42e824e99bf""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-c98d719e8dd0,desktop,backend,default,button,data-shared-backend-activate=fbb9ee7a-c884-4ac5-aed6-c25320f55c32#1,Show on board,"{""data-shared-backend-activate"": ""fbb9ee7a-c884-4ac5-aed6-c25320f55c32""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-22b042f84d68,desktop,backend,default,button,data-shared-backend-activate=4d2a4fb2-67a5-49b5-808f-f5f351b116df#1,Show on board,"{""data-shared-backend-activate"": ""4d2a4fb2-67a5-49b5-808f-f5f351b116df""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-c292b6598eea,desktop,backend,default,button,data-shared-backend-activate=e8a3e69b-d46c-4c95-8400-63ddde13eb32#1,Show on board,"{""data-shared-backend-activate"": ""e8a3e69b-d46c-4c95-8400-63ddde13eb32""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-814070655220,desktop,backend,default,button,data-shared-backend-activate=8ba0ee08-2c70-4d5c-a7a9-79d6c45b4f1c#1,Show on board,"{""data-shared-backend-activate"": ""8ba0ee08-2c70-4d5c-a7a9-79d6c45b4f1c""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-704f4ce79fb5,desktop,backend,default,button,data-shared-backend-activate=a4ad1c64-ded4-4f49-b9e8-bb03e52b3cf3#1,Show on board,"{""data-shared-backend-activate"": ""a4ad1c64-ded4-4f49-b9e8-bb03e52b3cf3""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-123b6c797125,desktop,backend,default,button,data-shared-backend-activate=9a706e04-95c0-4d72-99e0-e342ae9fb4f8#1,Show on board,"{""data-shared-backend-activate"": ""9a706e04-95c0-4d72-99e0-e342ae9fb4f8""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-fbaa5da7089e,desktop,backend,default,button,data-shared-backend-activate=513348a2-e90a-4ada-aa5e-f526d3dbbf6b#1,Show on board,"{""data-shared-backend-activate"": ""513348a2-e90a-4ada-aa5e-f526d3dbbf6b""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-82d20761c3c5,desktop,backend,default,button,data-shared-backend-activate=858691e1-ec7b-43ce-8f98-307d795a4828#1,Show on board,"{""data-shared-backend-activate"": ""858691e1-ec7b-43ce-8f98-307d795a4828""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-efea20793fa3,desktop,backend,default,button,data-shared-backend-activate=d2960957-5ed5-4176-a8c9-2aa350db2a7c#1,Show on board,"{""data-shared-backend-activate"": ""d2960957-5ed5-4176-a8c9-2aa350db2a7c""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-2dfe2418b92f,desktop,backend,default,button,data-shared-backend-activate=5f12781a-640f-4efa-b16c-1a57ebb2fd0a#1,Show on board,"{""data-shared-backend-activate"": ""5f12781a-640f-4efa-b16c-1a57ebb2fd0a""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-19be6db96674,desktop,backend,default,button,data-shared-backend-activate=74bf83e8-bf68-4de4-bfda-5b935ff59271#1,Show on board,"{""data-shared-backend-activate"": ""74bf83e8-bf68-4de4-bfda-5b935ff59271""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-327be7923697,desktop,backend,default,button,data-shared-backend-activate=bbcf0032-3ca9-4578-9f1f-e22d3b7d61b2#1,Show on board,"{""data-shared-backend-activate"": ""bbcf0032-3ca9-4578-9f1f-e22d3b7d61b2""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f419ba622104,desktop,backend,default,button,data-shared-backend-activate=168fd0dc-6f30-4630-bcb3-c1ef8f65e269#1,Show on board,"{""data-shared-backend-activate"": ""168fd0dc-6f30-4630-bcb3-c1ef8f65e269""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3f987e1c955f,desktop,backend,default,button,data-shared-backend-activate=fff70746-74bb-4bc7-bd14-0d048e1fc734#1,Show on board,"{""data-shared-backend-activate"": ""fff70746-74bb-4bc7-bd14-0d048e1fc734""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-563390080e14,desktop,backend,default,button,data-shared-backend-activate=9cf2ecc0-f49c-4f81-a5ca-3201da2892a9#1,Show on board,"{""data-shared-backend-activate"": ""9cf2ecc0-f49c-4f81-a5ca-3201da2892a9""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-12e553ed7db2,desktop,backend,default,button,data-shared-backend-activate=cab0c328-c641-4b92-bfcb-1c7f748bd402#1,Show on board,"{""data-shared-backend-activate"": ""cab0c328-c641-4b92-bfcb-1c7f748bd402""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-d9362737fab1,desktop,backend,default,button,data-shared-backend-activate=c79ef111-e50e-47ab-8409-037407ff2d63#1,Show on board,"{""data-shared-backend-activate"": ""c79ef111-e50e-47ab-8409-037407ff2d63""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-21432c782c55,desktop,backend,default,button,data-shared-backend-activate=656f066f-753f-488d-ad3d-16b00d350d6c#1,Show on board,"{""data-shared-backend-activate"": ""656f066f-753f-488d-ad3d-16b00d350d6c""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-432a70594ffc,desktop,backend,default,button,data-shared-backend-activate=f21fe609-8b9e-4d31-8c1f-755e84fb4910#1,Show on board,"{""data-shared-backend-activate"": ""f21fe609-8b9e-4d31-8c1f-755e84fb4910""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3df2dd4e0c0c,desktop,backend,default,button,data-shared-backend-activate=7882d264-6e42-4a67-b2b0-b1e91e68f7bf#1,Show on board,"{""data-shared-backend-activate"": ""7882d264-6e42-4a67-b2b0-b1e91e68f7bf""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-0290965ab55e,desktop,backend,default,button,data-shared-backend-activate=10122485-a7cc-4a47-83a0-a7e21aab6609#1,Show on board,"{""data-shared-backend-activate"": ""10122485-a7cc-4a47-83a0-a7e21aab6609""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b1546a3825c7,desktop,backend,default,button,data-shared-backend-activate=02e4f60b-89d7-46d6-8a78-7e4455e67db2#1,Show on board,"{""data-shared-backend-activate"": ""02e4f60b-89d7-46d6-8a78-7e4455e67db2""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-399f3841c41c,desktop,backend,default,button,data-shared-backend-activate=794fe7d3-b8e1-41f4-b73e-386301d2370a#1,Show on board,"{""data-shared-backend-activate"": ""794fe7d3-b8e1-41f4-b73e-386301d2370a""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b8fe02db4156,desktop,backend,default,button,data-shared-backend-activate=d17ca510-ec50-4b2f-93f7-2062f091a0a9#1,Show on board,"{""data-shared-backend-activate"": ""d17ca510-ec50-4b2f-93f7-2062f091a0a9""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6b3d1283526f,desktop,backend,default,button,data-shared-backend-activate=8750d184-eec5-4dbf-9222-9dec606c3dda#1,Show on board,"{""data-shared-backend-activate"": ""8750d184-eec5-4dbf-9222-9dec606c3dda""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-ca693c81b801,desktop,backend,default,button,data-shared-backend-activate=358b3cc8-7db3-46df-a7ff-766b7cfef755#1,Show on board,"{""data-shared-backend-activate"": ""358b3cc8-7db3-46df-a7ff-766b7cfef755""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-2b9b801a5368,desktop,backend,default,button,data-shared-backend-activate=a9994c1c-b3b9-41cf-9902-0e24e18b3c66#1,Show on board,"{""data-shared-backend-activate"": ""a9994c1c-b3b9-41cf-9902-0e24e18b3c66""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b9aa8510e941,desktop,backend,default,button,data-shared-backend-activate=f658d0fa-7e17-4cc1-9327-1abd3cfb6e4b#1,Show on board,"{""data-shared-backend-activate"": ""f658d0fa-7e17-4cc1-9327-1abd3cfb6e4b""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6fec25a2eadc,desktop,backend,default,button,data-shared-backend-activate=a97578f8-20ba-42ca-97ab-8469d82a522d#1,Show on board,"{""data-shared-backend-activate"": ""a97578f8-20ba-42ca-97ab-8469d82a522d""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-5ee84d227acd,desktop,backend,default,button,data-shared-backend-activate=297efe7c-99a4-476a-8c25-f871381f8ad6#1,Show on board,"{""data-shared-backend-activate"": ""297efe7c-99a4-476a-8c25-f871381f8ad6""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-2ca24da9dbd4,desktop,backend,default,button,data-shared-backend-activate=0ae13a59-5574-4623-91e7-0da72a740464#1,Show on board,"{""data-shared-backend-activate"": ""0ae13a59-5574-4623-91e7-0da72a740464""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-279a05cdf0df,desktop,backend,default,button,data-shared-backend-activate=0af7c599-18df-47a5-a5e5-2752f9d4de4f#1,Show on board,"{""data-shared-backend-activate"": ""0af7c599-18df-47a5-a5e5-2752f9d4de4f""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-bba36a98f3de,desktop,backend,default,button,data-shared-backend-activate=a79bfa81-0c89-4910-a74f-186e9c9c0c3f#1,Show on board,"{""data-shared-backend-activate"": ""a79bfa81-0c89-4910-a74f-186e9c9c0c3f""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-c821bcaa7cc6,desktop,backend,default,button,data-shared-backend-activate=de3756eb-562b-49c2-b903-05b6ebce7739#1,Show on board,"{""data-shared-backend-activate"": ""de3756eb-562b-49c2-b903-05b6ebce7739""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9ab5240b11bf,desktop,backend,default,button,data-shared-backend-activate=ba1a308e-aef6-49da-9b21-bcb793186938#1,Show on board,"{""data-shared-backend-activate"": ""ba1a308e-aef6-49da-9b21-bcb793186938""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-0b4e3b3554c1,desktop,backend,default,button,data-shared-backend-activate=0350cb09-a118-461b-9067-487c0ac9a37d#1,Show on board,"{""data-shared-backend-activate"": ""0350cb09-a118-461b-9067-487c0ac9a37d""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9203c7677364,desktop,backend,default,button,data-shared-backend-activate=e8351c06-c506-4a90-98de-4dd8fed34ea2#1,Show on board,"{""data-shared-backend-activate"": ""e8351c06-c506-4a90-98de-4dd8fed34ea2""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-96542910fd9c,desktop,backend,default,button,data-shared-backend-activate=80188886-a5ff-4896-abed-506d71905890#1,Show on board,"{""data-shared-backend-activate"": ""80188886-a5ff-4896-abed-506d71905890""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b7ac4eaff305,desktop,backend,default,button,data-shared-backend-activate=abb9b343-eca9-4f5c-b29e-659e88b635e0#1,Show on board,"{""data-shared-backend-activate"": ""abb9b343-eca9-4f5c-b29e-659e88b635e0""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f67e7df618fd,desktop,backend,default,button,data-shared-backend-activate=c3cbf214-2b5a-4e2f-abc7-35d5f0abcf44#1,Show on board,"{""data-shared-backend-activate"": ""c3cbf214-2b5a-4e2f-abc7-35d5f0abcf44""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-417791fb8074,desktop,backend,default,button,data-shared-backend-activate=775d4e25-391e-4b0b-bc18-373ff475a644#1,Show on board,"{""data-shared-backend-activate"": ""775d4e25-391e-4b0b-bc18-373ff475a644""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
